address,name,type,comment
0x0002ed50,ctrl_signal_proc,FUNCTION,CANDIDATE: control/signal computation reading cal block iRamfffe9ef4; symmetric clamp to +/-0x8e4. Role (which actuator quantity) not yet confirmed. source: re-trace(partial).
0x00025b9a,ctrl_task,FUNCTION,Steering-control task: runs the control cycle (ctrl_cycle) and writes steer signal block outputs. source: re-trace.
0x0002ea72,ctrl_cycle,FUNCTION,Main control cycle: ordered pipeline of ~25 stages (y*_step control modules); calls steer_ctrl_apply in the middle. source: re-trace.
0x0002e52c,steer_ctrl_apply,FUNCTION,"Steer-control wrapper: gathers ~13 inputs from the steer signal block (0xfffec56x/58x) into the SM working area, runs steer_ctrl_statemachine (gated by uRamfffee3ec bit0x40000), distributes outputs to 0xfffec55e/560/562/5c2. source: re-trace."
0x0002e624,steer_ctrl_out,FUNCTION,Post-control output stage: writes SM working results (uRamfffee1ae/1b0/1ba) back to steer signal block outputs (0xfffec562/5c2/560) + status. source: re-trace.
0x00014976,steer_sigblock_init,FUNCTION,"Zero-init of the steering-control signal block 0xfffec550..0xfffec5cc (defaults: +0x31=1,+0x32=0xf,+0x45/46=3). Called once from can_com_init. source: re-trace."
0xfffec550,steer_sigblock,LABEL,Steering-control signal block base (0xfffec550..0xfffec5cc): the central arbitrated-signal struct read by steer_ctrl_apply. Fields 0x56x/0x58x = control-SM inputs; 0x55e/560/562/5c2 = outputs. source: re-trace.
0xfffe9ef4,ctrl_cal_block_ptr,LABEL,Pointer to the control cal-parameter block (RAM shadow of flash cal) indexed by steer_ctrl_statemachine and ctrl_signal_proc as *(iRamfffe9ef4 + off). source: re-trace.
0x000185f2,tp_send,FUNCTION,"ISO-TP transport send/segment (via tp connection state 0xfffec638). Confirms the 0xfffece9c 'router' is the TP/diagnostic path, NOT the periodic-signal COM. source: re-trace."
0x000178fa,assist_trq_deviation_monitor,FUNCTION,"Internal assist torque-tracking safety monitor on eps_assist_status(0xfffed784): expected=request*speed_gain; |measured-expected| > speed-proportional tol (+0xf8, escalate +0x5ed) for ~70 cycles -> latch dev-fault(+0x52) + cut. source: re-trace."
0x000175f2,assist_get_status,FUNCTION,Return the assist-module status field *(state+0x10) (e.g. uRamfffecaac; value 5 gates ctrl_task). source: re-trace.
0xfffed784,eps_assist_status,LABEL,"EPS INTERNAL assist/monitor status struct (NOT the received HCA command). +0x10=assist status (assist_get_status), +0x14=internal escalation level set by FUN_000177aa from motor-speed thresholds 0x6323/0x6f86. Corrected via subagent trace. source: re-trace."
0xfffecaac,eps_assist_status_copy,LABEL,"Copy of eps_assist_status+0x10; ==5 checked in ctrl_task (internal state, not received HCA). source: re-trace."
0x00015d08,can_service,FUNCTION,"Per-cycle CAN service (from ctrl_task), 2 channels: RX loop = if can_rx_fifo_ready, can_rx_fifo_read into rxbuf then can_rx_frame_reassemble; TX loop = can_tx_fifo_flush then can_tx_fifo_write per queued frame. Gated by iRamfffe9ef8 state (2->3). source: re-trace."
0x00015c3a,can_service_init,FUNCTION,"CAN service init (from can_com_init): stores the 2 channel handles (uRamfffec62c/630), clears rxbuf/counters, brings up both channels (FUN_000105b0/FUN_000160aa). source: re-trace."
0x00010712,can_rx_fifo_read,FUNCTION,"CAN RX: drain the receive FIFO (reg 0xfffffd42, count = low nibble of 0xfffffd48/d88) into a memory buffer, per channel (param+0xc = 0 -> ch1 fd4x, 1 -> ch2 fd8x). source: re-trace."
0x0001061a,can_rx_fifo_ready,FUNCTION,CAN RX: test whether the receive FIFO holds a complete frame (returns 0 when data available). source: re-trace.
0x00015eac,can_rx_frame_reassemble,FUNCTION,"CAN RX frame processor: parse the FIFO frame header (counter bits 0x30, type bits 0xc0), check sequence continuity vs expected counter (byte at 0xfffec5e4+ch), reassemble payload into the per-channel rx buffer, flag gaps/overrun in the status word. source: re-trace."
0x000106e2,can_tx_fifo_write,FUNCTION,"CAN TX: write a frame word (param2) to the transmit FIFO/mask regs (0xfffffd44/d46 ch1, d84/d86 ch2) if the buffer is free (0xfffffd48 bit0x40==0). source: re-trace."
0x00010622,can_tx_fifo_flush,FUNCTION,CAN TX: drain/flush the transmit FIFO for a channel (reads 0xfffffd42 count times; sets 0xfffffd48 bit0x80). source: re-trace.
0x00010326,can_tx_msgbuf_load,FUNCTION,"CAN TX: load a transmit message buffer's ID+8 data bytes (0xfffffd40/d80 buffer, data regs d50-d5e/d90-d96). (was afcan_tx_msgbuf). source: re-trace."
0x000289fa,periph_hw_init,FUNCTION,"Peripheral hardware init (from the crt0 init chain): ports 0xfffff600.., timers/PWM, and the CAN receive buffers (0xfffffd40/d80: config=7, mask=0xffff, id=0, data preset 2). source: re-trace."
0x00010040,afcan_set_bittiming,FUNCTION,AFCAN: program a channel's bit-timing / baudrate registers (0xfffffd00/d20 + 0xfffffdc0/d0). source: re-trace.
0xfffec62c,can_ch0_handle,LABEL,CAN service channel-0 handle (+ 0xfffec630 = channel-1). The 2 vehicle CAN buses (500k/1M). source: re-trace.
0xfffe9ef8,can_service_state,LABEL,"CAN service run-state (1=init,2=starting,3=running) gating can_service RX/TX. source: re-trace."
0x0000dc52,motor_pwm_gate_ctrl,FUNCTION,"Power-stage 3-phase gate/fault control: reads the 6 bridge-gate status lines (motor_gate_status 0..5), and on fault sets the shutoff bit 0x40 on the 3 phase PWM control regs (motor_pwm_phaseU/V/W) + trips the power stage. Part of the fast motor-control module. source: re-trace."
0x0000e394,motor_pwm_enable,FUNCTION,Toggle the 3-phase PWM output-enable (bit 0x40 of motor_pwm_phaseU/V/W) around a power-stage self-check (FUN_0000f41e); latches a fault (uRamfffeb66c/e) if the check or gate4 status fails. source: re-trace.
0x0000de90,motor_gate_status,FUNCTION,Return the status of one of the 6 power-bridge gate drivers (arg 0..5 = 3 phases x hi/lo). source: re-trace.
0xfffff1be,motor_pwm_phaseU,LABEL,"3-phase motor PWM control/compare reg, phase U (bit 0x40 = output enable/shutoff). Written by the fast motor-control loop = the physically-applied steering torque. +0x4(0xfffff1c2)=phaseV, +0x6(0xfffff1c4)=phaseW. source: re-trace."
0xfffff1c2,motor_pwm_phaseV,LABEL,"3-phase motor PWM control reg, phase V. source: re-trace."
0xfffff1c4,motor_pwm_phaseW,LABEL,"3-phase motor PWM control reg, phase W. source: re-trace."
0x00032f2c,ctrl_stage_io_marshal,FUNCTION,"A ctrl_cycle control stage (y*_step autocode): marshals steer_sigblock signals (0xfffec566/568/56a/570/572/57a/5a2) into the SM working area (0xfffee15x-16x) with ASIL inverse-copies (^0xffff), gated by uRamfffee3ec bits. source: re-trace."
0x000100c0,afcan_set_dlc,FUNCTION,AFCAN: set a channel's message DLC register (0xFFFFFD02/D22) = data length - 8 clamped. source: re-trace.
0x0001010c,afcan_buffer_enable,FUNCTION,AFCAN: set bit 0x80 on the channel control reg (0xFFFFFD00/D20) to enable the message buffer. source: re-trace.
0x00010128,afcan_buffer_disable,FUNCTION,AFCAN: clear bit 0x80 on the channel control reg (0xFFFFFD00/D20) to disable the buffer. source: re-trace.
0x00010148,afcan_get_status,FUNCTION,AFCAN: read a channel status register (0xFFFFFD04/D24). source: re-trace.
0x00010166,afcan_set_intcfg,FUNCTION,AFCAN: write a channel interrupt/config register (0xFFFFFD06/D26). source: re-trace.
0x00010180,afcan_ctrl_reg,FUNCTION,AFCAN: read/modify a channel control register (0xFFFFFD03/D23). source: re-trace.
0x000105b0,afcan_buffer_request,FUNCTION,AFCAN: raise the TX/RX buffer request bits (0x80/0x40/0x20) on a message buffer (0xFFFFFD40/D80). source: re-trace.
0x000291ae,afcan_start_channel,FUNCTION,AFCAN: bring a CAN channel out of init into normal operation (control regs 0xFFFFFD00/D20 + buffers D40/D80). source: re-trace.
0x000160aa,can_channel_start,FUNCTION,CAN service: start one channel (from can_service_init). source: re-trace.
0x0001612e,can_service_timer_init,FUNCTION,CAN service: init the service-tick timer (0xFFFFF640/641/646/648). source: re-trace.
0x00015e80,can_rx_record_checksum,FUNCTION,"Per-record checksum validator: (0x12 + word0 + word1 + word2) & 0xff == word3 low byte. Each RX FIFO record = 4 words (8 bytes): word1=header(seq b0-3/source b4-5/type b6-7), word3=checksum. Returns 1 if valid. source: re-trace."
0x00015e6e,can_rx_record_commit,FUNCTION,Commit a reassembled RX data record: flag end-of-block in the status word when the record's type bits (0xc0) are set. source: re-trace.
0xfffec614,can_rx_reasm_buf,LABEL,Per-channel RX reassembly buffer (channel*0xc). can_rx_frame_reassemble writes sequence-checked payload bytes here from the segmented FIFO stream; downstream consumers read signals by byte offset. source: re-trace.
0x00033ad2,ctrl_crit_enter,FUNCTION,Control-stage critical-section enter (__disable_irq); each ctrl_cycle stage wraps its worker in enter/exit to guard the shared signal block. source: re-trace.
0x00033ae6,ctrl_crit_exit,FUNCTION,Control-stage critical-section exit (pairs with ctrl_crit_enter). source: re-trace.
0x000332b6,ctrl_cyc_st01,FUNCTION,ctrl_cycle stage 01: wraps control worker FUN_000336fc in ctrl_crit_enter/exit. source: re-trace.
0x0002e66c,ctrl_cyc_st02,FUNCTION,ctrl_cycle stage 02: wraps control worker FUN_0002e8c6 in ctrl_crit_enter/exit. source: re-trace.
0x00033082,ctrl_cyc_st03,FUNCTION,ctrl_cycle stage 03: wraps control worker FUN_0003a372 in ctrl_crit_enter/exit. source: re-trace.
0x0003344e,ctrl_cyc_st04,FUNCTION,ctrl_cycle stage 04: wraps control worker FUN_00034d78 in ctrl_crit_enter/exit. source: re-trace.
0x000337e6,ctrl_cyc_st05,FUNCTION,ctrl_cycle stage 05: wraps control worker FUN_00035e18 in ctrl_crit_enter/exit. source: re-trace.
0x00033382,ctrl_cyc_st06,FUNCTION,ctrl_cycle stage 06: wraps control worker FUN_00034b04 in ctrl_crit_enter/exit. source: re-trace.
0x00033b7e,ctrl_cyc_st07,FUNCTION,ctrl_cycle stage 07: wraps control worker FUN_000371e4 in ctrl_crit_enter/exit. source: re-trace.
0x000337e2,ctrl_cyc_st08,FUNCTION,ctrl_cycle stage 08 (leaf: no separate worker). source: re-trace.
0x00033ca6,ctrl_cyc_st09,FUNCTION,ctrl_cycle stage 09: wraps control worker FUN_00037c5c in ctrl_crit_enter/exit. source: re-trace.
0x00033e4e,ctrl_cyc_st10,FUNCTION,ctrl_cycle stage 10: wraps control worker FUN_00037e56 in ctrl_crit_enter/exit. source: re-trace.
0x0002e50e,ctrl_cyc_st11,FUNCTION,ctrl_cycle stage 11 (leaf: no separate worker). source: re-trace.
0x0002e83c,ctrl_cyc_st12,FUNCTION,ctrl_cycle stage 12: wraps control worker FUN_0003057a in ctrl_crit_enter/exit. source: re-trace.
0x0002e6f4,ctrl_cyc_st13,FUNCTION,ctrl_cycle stage 13 (leaf: no separate worker). source: re-trace.
0x000331e8,ctrl_cyc_st14,FUNCTION,ctrl_cycle stage 14: wraps control worker FUN_0003a890 in ctrl_crit_enter/exit. source: re-trace.
0x0002e7d0,ctrl_cyc_st15,FUNCTION,ctrl_cycle stage 15: wraps control worker FUN_0002fd1c in ctrl_crit_enter/exit. source: re-trace.
0x00032db6,ctrl_cyc_st16,FUNCTION,ctrl_cycle stage 16: wraps control worker FUN_0003857e in ctrl_crit_enter/exit. source: re-trace.
0x00032ec2,ctrl_cyc_st17,FUNCTION,ctrl_cycle stage 17: wraps control worker FUN_000392e2 in ctrl_crit_enter/exit. source: re-trace.
0x00033af6,ctrl_cyc_st18,FUNCTION,ctrl_cycle stage 18: wraps control worker FUN_00036d20 in ctrl_crit_enter/exit. source: re-trace.
0x00033dfa,ctrl_cyc_st19,FUNCTION,ctrl_cycle stage 19: wraps control worker FUN_00037a22 in ctrl_crit_enter/exit. source: re-trace.
0x00033d02,ctrl_cyc_st20,FUNCTION,ctrl_cycle stage 20: wraps control worker FUN_000374ae in ctrl_crit_enter/exit. source: re-trace.
0x00032e36,ctrl_cyc_st21,FUNCTION,ctrl_cycle stage 21: wraps control worker FUN_00038e10 in ctrl_crit_enter/exit. source: re-trace.
0x00034d78,ctrl_worker_main_torque,FUNCTION,"CANDIDATE: largest control-cycle worker (926L, 46 cal-block params, wrapped by ctrl_cyc_st05) -- the core steering-torque computation with heavy saturation arithmetic; reads _ctrl_cal_block_ptr maps, writes the 0xfffee2xx working torque area. Exact sub-function (assist boost vs damping vs compensator) needs the A2L. source: re-trace(partial). HCA-status handling: {5,7}=full engage (identical), 6=limited, 3=off; active max-torque cal=+0x306 (vs +0x2a2 idle), speed clamp +0x2fe/+0x304. source: re-trace+subagent."""
0x00035e18,ctrl_worker_b,FUNCTION,"CANDIDATE: 2nd-largest control worker (870L, 21 cal, wrapped by ctrl_cyc_st06). source: re-trace(partial)."
0x0002fd1c,ctrl_worker_c,FUNCTION,"CANDIDATE: control worker (564L, 36 cal, wrapped by ctrl_cyc_st17). source: re-trace(partial)."
0x0003857e,ctrl_worker_d,FUNCTION,"MONITOR/plausibility worker (485L, wrapped by ctrl_cyc_st16), NOT actuation. Applies a mode-indexed gain that differs for HCA status 5 vs 7 (0003857e.c:182-210): gain=*(cal+0x10) if mode==7, *(cal+0xe) if mode==5, else 0xffff; out=torque_sum*gain>>16 -> hca_mode_gained_torque(0xfffee12a). VERIFIED: its outputs feed ONLY the inverse-redundancy safety RAM (0002e06e), plausibility comparators (000374ae->ctrl_task), and diagnostic/UDS/CAN-TX telemetry -- it writes NONE of the motor-command sigblock outputs (fffec55e/560/562/5c2). So 5 vs 7 does NOT change delivered torque (that path is sm_out*0x4b, fixed; FUN_00034d78 + steer_ctrl_statemachine group 5/7). The 5/7 gain can only shift monitor/fault-plausibility behavior. Mode from assist_mode_echo_a/b. source: re-trace+subagent(verified)."
0x00037e56,ctrl_worker_e,FUNCTION,"CANDIDATE: control worker (401L, 43 cal, wrapped by ctrl_cyc_st12). source: re-trace(partial)."
0xfffec5f8,can_tx_buf,LABEL,"Per-channel CAN TX buffer (ch0 0xfffec5f8, ch1 +0x14). can_service transmits *(ch+0x1b) words from here via can_tx_fifo_write, injecting a rolling counter (from can_rx_reasm_buf) into words 0 and 3. Filled by the COM-layer message packers. source: re-trace."
0xfffec5f6,can_tx_count,LABEL,"Per-channel CAN TX pending word-count (0xfffec5f6, ch1 +0x14); can_service walks 0..count sending can_tx_buf, resets to 0 at end. source: re-trace."
0x00013028,can_tx_idle_word,LABEL,Default TX fill word (sRam00013028) used by can_service when no message word is pending. source: re-trace.
0xfffee1ae,sm_out_cmd_lim,LABEL,"Steer-SM main output command, saturated to +/-0x639 (~1593); copied to steer_sigblock+0x12 (0xfffec562) by steer_ctrl_out. Role inferred from clamp bounds + dataflow. source: re-trace(inferred)."
0xfffee1b0,sm_out_secondary,LABEL,"Steer-SM secondary output (short, -0x8000/0x7fff saturated); -> steer_sigblock 0xfffec5c2. source: re-trace(inferred)."
0xfffee1ba,sm_out_rate,LABEL,"Steer-SM output rate/delta = work - input(0xfffee1a0), saturated; -> steer_sigblock 0xfffec560. source: re-trace(inferred)."
0xfffee1bc,sm_delta_prev,LABEL,"Steer-SM delta vs previous work value (0xfffee1b4 - work), saturated to +/-0x8000. source: re-trace(inferred)."
0xfffee1b4,sm_work_val,LABEL,Steer-SM working accumulator (short). source: re-trace(inferred).
0xfffee1c0,sm_sel_lo,LABEL,Steer-SM selected/blended value (from 0xfffeeb10 or work). source: re-trace(inferred).
0xfffee1c2,sm_sel_hi,LABEL,"Steer-SM selected/blended value (mux: work*flag + self*!flag, from 0xfffeeb12). source: re-trace(inferred)."
0xfffee1c8,sm_mode,LABEL,"Steer-SM mode/state byte, values {1,6,7}. source: re-trace(inferred)."
0xfffee195,sm_mode_in,LABEL,"Steer-SM mode input = steer_sigblock+0x32 (0xfffec582, cal-default 0xf); dispatches cRamfffeeaec/aea. source: re-trace(inferred)."
0xfffee198,sm_flag_in,LABEL,Steer-SM flag input = steer_sigblock 0xfffec589; gates the enable branch. source: re-trace(inferred).
0xfffee18c,sm_in_signal,LABEL,Steer-SM input = steer_sigblock 0xfffec574 (signed). source: re-trace(inferred).
0xfffee1a0,sm_in_ref,LABEL,"Steer-SM reference input (= 0xfffee288, prev cycle) used for sm_out_rate. source: re-trace(inferred)."
0xfffee2b4,assist_mode_a,LABEL,"Assist state/mode A (= steer_sigblock 0xfffec5bf), values {0,3,4,5}; part of the 5-vs-7 mode dispatch. source: re-trace(inferred)."
0xfffee2b5,assist_mode_b,LABEL,"Assist state/mode B, values {0,2,3,7}; the mode-7 branch counterpart to assist_mode_a. source: re-trace(inferred)."
0xfffec566,sigblock_status_a,LABEL,steer_sigblock status/flags word A (bit-masked: set 0x800 / clear 0xf7ff by the RX/state code). -> sm_in @0xfffee19a. source: re-trace(inferred).
0xfffec568,sigblock_status_b,LABEL,steer_sigblock status/flags word B (bit-masked: 0x7d80/0xdfff). -> sm_in @0xfffee196. source: re-trace(inferred).
0xfffec56e,sigblock_sig_a,LABEL,"steer_sigblock signal A (short, from sensor/working sRamfffec9c4). -> sm_in @0xfffee192. source: re-trace(inferred)."
0xfffec564,sigblock_sig_b,LABEL,steer_sigblock signal B (short). -> sm_in @0xfffee190. source: re-trace(inferred).
0xfffec56c,sigblock_sig_c,LABEL,"steer_sigblock signal C (short, from sensor/working sRamfffec9be). -> sm_in @0xfffee18a. source: re-trace(inferred)."
0xfffec574,sigblock_sig_d,LABEL,steer_sigblock signal D (signed). -> sm_in_signal @0xfffee18c. source: re-trace(inferred).
0xfffec582,sigblock_mode,LABEL,steer_sigblock mode/config (cal-default 0xf). -> sm_mode_in @0xfffee195. source: re-trace(inferred).
0xfffec587,sigblock_flag_a,LABEL,steer_sigblock flag A. -> sm_in @0xfffee194. source: re-trace(inferred).
0xfffec589,sigblock_flag_b,LABEL,steer_sigblock flag B (gates SM enable). -> sm_flag_in @0xfffee198. source: re-trace(inferred).
0xfffec58a,sigblock_flag_c,LABEL,steer_sigblock flag C. -> sm_in @0xfffee1a2. source: re-trace(inferred).
0xfffee192,sm_in_sigA,LABEL,Steer-SM input mirror of sigblock_sig_a (0xfffec56e). source: re-trace(inferred).
0xfffee190,sm_in_sigB,LABEL,Steer-SM input mirror of sigblock_sig_b (0xfffec564). source: re-trace(inferred).
0xfffee19a,sm_in_statusA,LABEL,Steer-SM input mirror of sigblock_status_a (0xfffec566). source: re-trace(inferred).
0xfffee196,sm_in_statusB,LABEL,Steer-SM input mirror of sigblock_status_b (0xfffec568). source: re-trace(inferred).
0xfffee18a,sm_in_sigC,LABEL,Steer-SM input mirror of sigblock_sig_c (0xfffec56c). source: re-trace(inferred).
0xfffee5fa,ctrl_val_from_cal620,LABEL,"Control value = cal[0x620] default, else (sVar15+sVar14) sum; compared <0/<1. Likely a torque limit/threshold from the cal block. source: re-trace(inferred)."
0xfffeeafa,ctrl_state,LABEL,"A control-module state machine variable, values {0,1,3,4}. source: re-trace(inferred)."
0xfffee568,ctrl_signed_mag,LABEL,Signed-magnitude intermediate (= +/-sVar13); a torque/angle-like signed value. source: re-trace(inferred).
0xfffee5ce,ctrl_mode_69,LABEL,"Control mode/state, values {6,9}. source: re-trace(inferred)."
0xfffee5ca,ctrl_state_02,LABEL,"Control state, values {0,2}; mirrored to 0xfffee5cb. source: re-trace(inferred)."
0xfffee2b7,ctrl_flag_a,LABEL,Boolean control flag (0/1). source: re-trace(inferred).
0xfffee2bc,ctrl_flag_b,LABEL,Boolean control flag (0/1). source: re-trace(inferred).
0xfffeeae1,ctrl_flag_c,LABEL,Boolean control flag (0/1). source: re-trace(inferred).
0xfffeeae4,ctrl_flag_d,LABEL,Boolean control flag (0/1). source: re-trace(inferred).
0xfffeeaeb,ctrl_flag_e,LABEL,Boolean control flag (0/1). source: re-trace(inferred).
0xfffee5d3,ctrl_state_012,LABEL,"Control state, values {0,1,2}. source: re-trace(inferred)."
0xfffeb4df,hca_status_rx_a,LABEL,"Received HCA status raw byte, primary channel (CAN RX via FUN_00026984 msg case 0x11) -> hca_status_get_a. Values 3=off,6=limited,{5,7}=full engage. source: re-trace(subagent)."
0xfffeb4f1,hca_status_rx_b,LABEL,"Received HCA status raw byte, second channel -> hca_status_get_b. source: re-trace(subagent)."
0x00008454,hca_status_get_a,FUNCTION,Accessor: reads hca_status_rx_a -> hca_status_a (0xfffec595). source: re-trace(subagent).
0x0000848e,hca_status_get_b,FUNCTION,Accessor: reads hca_status_rx_b -> hca_status_b (0xfffec596). source: re-trace(subagent).
0xfffec595,hca_status_a,LABEL,"Received HCA status working copy, primary (init 3 by steer_sigblock_init) -> hca_status_worker_a. source: re-trace(subagent)."
0xfffec596,hca_status_b,LABEL,"Received HCA status working copy, second channel -> hca_status_worker_b. source: re-trace(subagent)."
0x0002e06e,hca_status_latch,FUNCTION,Latches hca_status into the control-worker input (ctrl_cyc_st04 stage). source: re-trace(subagent).
0xfffee294,hca_status_worker_a,LABEL,"Received HCA status as seen by ctrl_worker_main_torque, primary. Compared in FUN_00034d78: ==3 off; {5,6,7} enable; active-steer predicate=((==5)||(==7)); torque-limit select uses cal+0x306 for {5,7}. source: re-trace(subagent)."
0xfffee298,hca_status_worker_b,LABEL,"Received HCA status (2nd channel) in ctrl_worker_main_torque; same {5,7} handling. source: re-trace(subagent)."
0xfffecaa2,veh_speed,LABEL,"Vehicle speed (raw), from CAN uRamfffeb4ba via FUN_000083fa; sentinel 0x2710=invalid. The PLA speed gate compares this vs cal. source: re-trace(subagent)."
0xfffeb4ba,veh_speed_rx,LABEL,Vehicle-speed CAN RX raw (default 0x2710 invalid). -> veh_speed. source: re-trace(subagent).
0xfffe8c26,pla_speed_gate_cal,LABEL,"PLA primary speed-gate threshold (=_ctrl_cal_block_ptr+0x1EA). PLA enable requires veh_speed<=this. Value is coding-loaded (from CAN PDU 0x39f), not fixed flash. source: re-trace(subagent)."
0xfffe8c28,pla_speed_gate_cal2,LABEL,PLA secondary speed-gate threshold (=_ctrl_cal_block_ptr+0x1EC). source: re-trace(subagent).
0x00026984,pla_rx_gate,FUNCTION,"PLA/COM RX + gating dispatcher: applies the speed gate (veh_speed<=pla_speed_gate_cal @line231, sets bRamfffecb82 bit0x10/0x11) and angle/torque cal gates (+0x1C2/1C4/1C6/1DA/1DC). Handles CAN msg case 0x11 (also the HCA status RX). source: re-trace(subagent)."
0x0002b2a0,pla_request_entry,FUNCTION,PLA request entry: requires received request pla_request_status(0xfffec9f0)==0x0A held 5 cycles (cRamfffede79 debounce) before pla_engage. source: re-trace(subagent).
0x0002b2d6,pla_engage,FUNCTION,PLA engage: sets bRamfffecb7f|=0x80 once the request+debounce pass. source: re-trace(subagent).
0x0002b036,pla_engage_predicate,FUNCTION,PLA active predicate: requires internal eps_assist_status==5 + flags bRamfffecb7c/b82(0x80/0x04)/cRamfffecacc + cal flag +0x1C9 + supervision FUN_00023360. source: re-trace(subagent).
0x00027e62,pla_cyclic,FUNCTION,PLA physics cyclic driver: runs the angle limiter every 4th tick ((uRamfffecb50&3)==0). source: re-trace(subagent).
0x0003df8e,pla_angle_limiter,FUNCTION,"PLA per-channel angle limiter: per-update rate clamp +/-0x30 on tracking term (+0x50); feedforward clamp [0,0x5f0]; OUTPUT clamp [0,0x620]. Run 3x by FUN_0003e336. source: re-trace(subagent)."
0x0003e336,pla_limiter_run3,FUNCTION,Runs pla_angle_limiter for the 3 channels. source: re-trace(subagent).
0x0003e3be,pla_limiter_readout,FUNCTION,Reads limiter outputs (idx 0x59/5a/5b) -> pla_angle_out (0xfffeca54/56/58). source: re-trace(subagent).
0x00024608,pla_actuator_write,FUNCTION,PLA actuator write with final clamp to 0x640 (after bias). source: re-trace(subagent).
0xfffed3b4,pla_angle_limiter_state,LABEL,"PLA 3-channel angle-limiter object (rate +/-0x30, output ceiling 0x620). source: re-trace(subagent)."
0xfffecbc8,pla_pwm_driver_state,LABEL,"PLA PWM/timer + safing-chip driver object (writes DAT_fffff58x timers, 0x55-keyed watchdog fffff40a/42a/44a). Carries the PLA output; NOT the angle math (that's pla_angle_limiter_state). Corrected via subagent. source: re-trace(subagent)."
0xfffec9f0,pla_request_status,LABEL,Received PLA request status (from CAN uRamfffeb49f via FUN_00008366); ==0x0A required to engage PLA. source: re-trace(subagent).
0xfffeca54,pla_angle_out,LABEL,PLA angle-command output ch0 (limiter readout; +2/+4 = ch1/ch2). Ceiling 0x620. source: re-trace(subagent).
