address,name,type,comment
0x0005fcac,shift_program_master_table,DATA,"Master table: pointers to shift descriptor groups (0x5be78..0x5c970). Top of the shift-map descriptor tree. source=re-trace"
0x00071428,rte_slot_manager_init,FUNCTION,"Init: _DAT_fff91a68=param_1 (flash config struct), inits count*0x28-byte slot array. RAM bases come from caller-passed flash configs (statically resolvable). source=re-trace"
0x00141700,shift_scheduler_task_table,DATA,"Periodic scheduler table 0x141700-0x141838: (RAM ctx_ptr, handler_fn) u32 pairs BE. source=re-trace(agent)"
0x0012fe7e,gear_ratio_monitor_step,FUNCTION,"Per-cycle gear-ratio monitor SM; ratio=out*3000/(in<<2); ctx 0xfff954e4. source=re-trace"
0x0012fcc4,gear_ratio_monitor_reset,FUNCTION,"Reset/recompute six per-gear ratios in monitor ctx 0xfff954e4. source=re-trace"
0x00133aee,gear_detect_plausibility,FUNCTION,"Actual-gear/ratio plausibility SM; ratio=(ctx+0x112)*1000/(ctx+0x104) vs tolerance bands; ctx 0xfff8e578. source=re-trace"
0x0012e1b2,gear_to_shift_element,FUNCTION,"Maps gear 1..5 -> shift-element bitmask {0x40,0x20,0x80,0x08,0x10}; ctx 0xfff95170. source=re-trace"
0x0012e28a,selector_nibble_decode,FUNCTION,"Lever/selector nibble decode; ctx 0xfff95a12. source=re-trace"
0xfff954e4,gear_ratio_monitor_ctx,DATA,"Gear-ratio monitor context struct (handler FUN_0012fe7e). source=re-trace"
0xfff95524,tcu_output_shaft_speed,DATA,"Output-ref/output-shaft speed working copy (ctx+0x40); ratio numerator. source=re-trace"
0xfff95518,tcu_input_speed_gear_mon,DATA,"Six per-gear input/turbine speed working copies 0xfff95518..0xfff95522. source=re-trace"
0xfff954f0,gear_ratio_monitor_cfgptr,DATA,"Variant-selected flash cfg pointer feeding the monitor. source=re-trace"
0x00189504,shift_curve_index_copy,DATA,"Parallel copy of shift-record pointer table (same targets as 0x5c778). source=re-trace"
0x00115848,rte_install_shift_descriptor,FUNCTION,"Init stub: *0xfff84a00 = 0x5b7a0 (installs flash descriptor group into RAM slot). RAM bases are const-installed by such stubs -> statically resolvable. source=re-trace"
0x00071eac,can_tx_frame_builder,FUNCTION,"Generic TX frame builder; per-msg struct *(_DAT_fff91a68+0xc)+msgidx*0x28; entry 0x71fb4=packer for 0x082. source=re-trace"
0x00084bd4,getriebe_01_signal_getter,FUNCTION,"Signal getter for 0x082 TX descriptor; **(PTR_PTR_00084d6c + _DAT_fff907f0). source=re-trace"
0x000455a0,getriebe_01_tx_descriptor,DATA,"{getter=0x84804, getter2=0x84be6, src=0xfff91c90, frame=0xfff91c88, inv=0xfff91c98}. source=re-trace"
0xfff91c90,getriebe_01_src_buf,DATA,"8-byte source buf for CAN 0x082; GE_MMom_Soll=bits16-25=bytes+2..3. source=re-trace"
0x000b69d4,cal_registry_select_by_gear,FUNCTION,"Reads cal/curve registry 0x50000-0x55000 as *(PTR + gear*4 + state*8); gear=*pbVar2. source=re-trace"
0x0010ca26,tqmap_select_dispatch,FUNCTION,"Gear x mode torque-map selector: *(PTR_PTR + gear*4 + idx*8) w/ index clamp. source=re-trace"
0x000deb16,tqmap_select_dispatch2,FUNCTION,"Gear-indexed torque-map/curve selector w/ index clamp. source=re-trace"
0x001b0cc0,input_torque_limit_kennfeld,DATA,"204B Kennfeld (stride 0xcc): hdr[0,8]; row axis s16; col axis u16 [0 48 102 198 300 402 498 600]=engine input torque Nm; 10x8 Nm grid. INPUT-TORQUE-LIMIT map. source=re-trace"
0x00051d34,tqmap_ptr_registry_a,DATA,"u32 pointers to 0x1b0cc0.. input-torque-limit Kennfelder (0x51d34-0x51e38). source=re-trace"
0x0018532c,tqmap_ptr_registry_b,DATA,"Parallel u32 pointer table to same torque-limit maps (0x18532c-0x1853cc). source=re-trace"
0xfff8c814,torque_limit_result,DATA,"Torque-limit map result cells 0xfff8c814/81c/824. source=re-trace"
0xfff89454,charisma_fahrpr_signal,DATA,"Decoded Charisma_01 drive-program (FahrPr) byte, written by COM engine from CAN 0x385. source=re-trace"
0xfff89455,charisma_status_signal,DATA,"Decoded Charisma_01 Status byte. source=re-trace"
0x0009fe28,rx_get_charisma_fahrpr,FUNCTION,"Accessor: returns *0xfff89454 (drive-program). source=re-trace"
0x0009fe30,rx_get_charisma_status,FUNCTION,"Accessor: returns *0xfff89455. source=re-trace"
0x00141b9c,rx_signal_gather,FUNCTION,"Periodic RX gather; writes ctx 0xfff95170 [2]=fahrpr [3]=status. source=re-trace"
0xfff95170,charisma_gear_ctx,DATA,"Program/gear state ctx (handler FUN_0012e1b2): +2 fahrpr_in,+3 status_in,+5 fahrpr_latched,+6 status_latched,+9 umschaltung. source=re-trace"
0xfff95175,charisma_fahrpr_latched,DATA,"Latched CHARISMA drive-program, echoed in Getriebe_04. source=re-trace"
0x0012e164,tx_get_charisma_fahrpr,FUNCTION,"Returns *0xfff95175 for Getriebe_04 pack. source=re-trace"
0x0008ba62,can_tx_setsig_getriebe_04,FUNCTION,"Getriebe_04 (0x441) signal-set; src buf 0xfff91ce0; packs Charisma echo bit24/27/29. source=re-trace"
0xfff91ce0,tx_src_getriebe_04,DATA,"Getriebe_04 source buffer (byte layout verified vs DBC). source=re-trace"
0xfff847f4,rte_descriptor_ptr_table,DATA,"RAM descriptor pointer table (boot-installed, EMULATOR-resolved). Cluster A 0xfff847f4-0xfff84944 -> 0x181700+ (CAL-block descriptors); cluster B 0xfff84a00-0xfff84b1c -> 0x5b7a0+ master tree (mirrors 0x5fcac) -> shift records 0x1cc7xx. source=re-trace(init-emu)"
0x0005b7a0,flash_descriptor_master_group0,DATA,"Master descriptor group[0] (0x5fcac[0]); -> shift record ptrs 0x1cc768.. . RAM 0xfff84a00 mirrors it. source=re-trace(init-emu)"
